,CustomerKey,Gender,Name,City,State,Zip Code,Country,Continent,b_day,b_month,b_year
5095,696937,Female,Carine Chesnay,CHARLEVILLE-MÉZIÈRES,Champagne-Ardenne,8000,France,Europe,8,3,1941
5096,696960,Female,Anne Batard,BORDEAUX,Aquitaine,33100,France,Europe,12,3,1961
5097,697182,Female,Garland Lefèbvre,DOUAI,Nord-Pas-de-Calais,59500,France,Europe,8,3,1987
5098,697365,Male,Ignace Lemieux,SAINT-CHAMOND,Rhône-Alpes,42400,France,Europe,3,7,1985
5099,697393,Male,Prewitt Tardif,CALUIRE-ET-CUIRE,Rhône-Alpes,69300,France,Europe,11,5,1983
5100,698036,Female,Thérèse Douffet,THIAIS,Île-de-France,94320,France,Europe,28,12,1995
5101,698055,Male,Lance Bordeaux,MONTGERON,Île-de-France,91230,France,Europe,30,7,1943
5102,698159,Male,Alfred Mainville,AMIENS,Picardie,80090,France,Europe,4,4,1953
5103,698196,Female,Brie Busque,ANGERS,Pays de la Loire,49000,France,Europe,5,3,1951
5104,698421,Male,Raoul Savard,MARIGNANE,Provence-Alpes-Côte d'Azur,13700,France,Europe,14,11,1960
5105,698488,Male,Grégoire Echeverri,HYÈRES,Provence-Alpes-Côte d'Azur,83400,France,Europe,16,6,1953
5106,698517,Female,Capucine Neufville,VILLENEUVE-SAINT-GEORGES,Île-de-France,94190,France,Europe,18,3,1998
5107,698533,Male,Arnaud Fluet,MÂCON,Bourgogne,71000,France,Europe,6,10,1948
5108,698538,Female,Paulette Chastain,ROMAINVILLE,Île-de-France,93230,France,Europe,21,3,1977
5109,698624,Female,Aceline Moïse,THIAIS,Île-de-France,94320,France,Europe,28,8,1988
5110,698703,Female,Constance Jobin,VILLENAVE-D'ORNON,Aquitaine,33140,France,Europe,2,5,1944
5111,698960,Female,Yvette Courcelle,SUCY-EN-BRIE,Île-de-France,94370,France,Europe,23,5,1959
5112,699486,Female,Avelaine Auclair,RENNES,Bretagne,35700,France,Europe,29,9,1998
5113,699820,Female,Jeannine Drouin,BASTIA,Corse,20600,France,Europe,28,11,1964
5114,699830,Male,Seymour Turgeon,Paris,Île-de-France,75005,France,Europe,12,2,1996
5115,699864,Male,Talon Babin,CRÉTEIL,Île-de-France,94000,France,Europe,14,2,1943
5116,700308,Female,Nicoletta Angelo,Natile,Reggio Calabria,89030,Italy,Europe,18,12,1946
5117,700309,Male,Filippo Trevisani,Pietrelcina,Benevento,82020,Italy,Europe,1,10,1995
5118,700354,Female,Elga Sagese,Rettorgole,Vicenza,36030,Italy,Europe,17,11,1957
5119,700619,Male,Flaviano Castiglione,Brazzolo,Ferrara,44035,Italy,Europe,28,2,1945
5120,700909,Male,Davide Siciliani,Tamara,Ferrara,44030,Italy,Europe,18,1,1943
5121,701241,Male,Ugo Davide,Villanova Di Guidonia,Roma,10,Italy,Europe,8,5,1942
5122,701368,Male,Ambrosino Sabbatini,Borgo Callea,Agrigento,92020,Italy,Europe,14,10,1998
5123,701397,Male,Manuel Milanesi,Briga Alta,Imperia,18025,Italy,Europe,6,8,1936
5124,701474,Female,Alberta Udinesi,Milano,Milano,20133,Italy,Europe,30,12,1956
5125,701625,Female,Bellina Marino,San Michele Cavana,Parma,43013,Italy,Europe,7,7,1968
5126,701698,Female,Elena Marchesi,Cocomaro Di Cona,Ferrara,44020,Italy,Europe,30,8,1998
5127,701706,Male,Bernardo Boni,Chiuduno,Bergamo,24060,Italy,Europe,8,4,1988
5128,702273,Male,Artemio Udinesi,Modica Alta,Ragusa,97010,Italy,Europe,3,3,1998
5129,702340,Female,Patrizia Pisano,Anduins,Pordenone,33090,Italy,Europe,26,4,1964
5130,702544,Female,Celeste Calabresi,Bardino Vecchio,Savona,17020,Italy,Europe,4,6,1970
5131,702602,Female,Alessia Pugliesi,Bagni Di Lucca Ponte,Lucca,55021,Italy,Europe,11,1,1957
5132,702870,Male,Renzo Buccho,Spinetta,Cuneo,12010,Italy,Europe,21,4,1936
5133,703000,Male,Federico Bianchi,Cese,L'Aquila,67050,Italy,Europe,3,1,1940
5134,703212,Male,Alarico Romani,Monte Di Mezzo,Trento,38050,Italy,Europe,15,8,1936
5135,703247,Male,Vinicio Russo,Acquarica Di Lecce,Lecce,73020,Italy,Europe,20,5,1946
5136,703705,Female,Adele De Luca,Fontaniva,Padova,35014,Italy,Europe,14,7,1978
5137,703716,Female,Violante Boni,Dozza Imolese,Bologna,40060,Italy,Europe,9,6,1975
5138,703936,Female,Enza Fallaci,Buonabitacolo,Salerno,84032,Italy,Europe,7,3,1995
5139,703938,Male,Facondo Fanucci,Aglietti,Biella,13836,Italy,Europe,28,2,1945
5140,704034,Male,Berengario Toscano,Canosa Sannita,Chieti,66010,Italy,Europe,23,11,1973
5141,704242,Male,Gilberto De Luca,Genova,Genova,16142,Italy,Europe,26,5,1979
5142,704350,Female,Chiara Schiavone,Genova,Genova,16152,Italy,Europe,16,4,1935
5143,704565,Male,Ambrogio Davide,Andrate,Torino,10010,Italy,Europe,27,4,1977
5144,705074,Female,Noemi Napolitani,Faule,Cuneo,12033,Italy,Europe,20,4,1962
5145,705717,Male,Remo Zito,Leivi,Genova,16040,Italy,Europe,13,1,1995
5146,705889,Female,Dalia Trevisan,Mileto,Vibo Valentia,89852,Italy,Europe,7,11,1943
5147,706108,Male,Carlo Romano,Ferruzzano,Reggio Calabria,89030,Italy,Europe,18,4,1969
5148,706132,Male,Aladino Genovese,Lamezia Terme,Catanzaro,88046,Italy,Europe,28,4,1987
5149,706542,Male,Emilio Russo,Villar San Costanzo,Cuneo,12020,Italy,Europe,22,11,1996
5150,706638,Male,Riccardo Lettiere,Celle Ligure,Savona,17015,Italy,Europe,11,12,1968
5151,706651,Male,Silvano Milano,Osimo,Ancona,60027,Italy,Europe,19,10,1992
5152,706792,Male,Vincenzo Padovesi,Montegranaro,Perugia,61100,Italy,Europe,18,8,1968
5153,706898,Male,Viviano Fiorentini,Borgo Isonzo,Latina,4100,Italy,Europe,28,10,1968
5154,706964,Male,Silvio Lombardo,Cibiana Di Cadore,Belluno,32040,Italy,Europe,1,10,1953
5155,707089,Male,Prospero Piazza,Orsago,Treviso,31010,Italy,Europe,1,3,2000
5156,707360,Female,Gaudenzia Monaldo,Scaldasole,Pavia,27020,Italy,Europe,6,12,1995
5157,707559,Male,Fosco Cocci,Borgio Verezzi,Savona,17022,Italy,Europe,5,3,1999
5158,707750,Male,Callisto Milanesi,Cesole,Mantova,46030,Italy,Europe,23,6,1974
5159,707884,Female,Luisa Bianchi,Osio Sopra,Bergamo,24040,Italy,Europe,19,1,1971
5160,707986,Female,Ambra Milano,Roncadelle,Treviso,31024,Italy,Europe,15,2,1995
5161,708076,Female,Susanna Barese,Venegono Superiore,Varese,21040,Italy,Europe,24,1,1965
5162,708182,Male,Galdino Dellucci,Santomato,Pistoia,51030,Italy,Europe,8,10,1963
5163,708260,Female,Erica Fallaci,Ribera,Agrigento,92016,Italy,Europe,22,7,1957
5164,708287,Male,Adamo Longo,Melano Bastia,Ancona,60040,Italy,Europe,20,9,1981
5165,708460,Male,Indro Lori,Ottana,Nuoro,8020,Italy,Europe,8,5,1997
5166,708522,Male,Elide Pinto,Fonterutoli,Siena,53010,Italy,Europe,9,3,1971
5167,708914,Male,Uriele Lettiere,Merlara,Padova,35040,Italy,Europe,20,7,1963
5168,709043,Female,Tarquinia Baresi,Ponte Dell'Olio,Piacenza,29028,Italy,Europe,30,4,1969
5169,709049,Male,Principio Greece,Treschietto,Massa,54021,Italy,Europe,25,12,1939
5170,709262,Male,Diamante Pisani,Caldonazzo,Trento,38052,Italy,Europe,25,5,1979
5171,709368,Female,Liberata Cocci,Fisciano,Salerno,84084,Italy,Europe,2,3,1985
5172,709437,Male,Fiorenzo Greco,Dagala Del Re,Catania,95010,Italy,Europe,8,3,1965
5173,709485,Male,Primo Padovesi,Botticino,Brescia,25082,Italy,Europe,28,11,1970
5174,709684,Male,Guarino Sabbatini,San Donato Di Lecce,Lecce,73010,Italy,Europe,28,4,1948
5175,709785,Male,Geremia Siciliano,Chiaramonti,Sassari,7030,Italy,Europe,7,8,1961
5176,709822,Female,Virgilia Trentini,Pissatola,Rovigo,45027,Italy,Europe,1,11,1961
5177,709983,Female,Lina Pirozzi,Santa Maria Di Castellabate,Salerno,84072,Italy,Europe,5,5,1976
5178,710058,Male,Pietro Napolitani,Ponte Di Legno,Brescia,25056,Italy,Europe,12,1,1990
5179,710062,Female,Renata Loggia,Pessina Cremonese,Cremona,26030,Italy,Europe,1,7,1995
5180,710500,Female,Fiammetta Endrizzi,Gambara,Brescia,25020,Italy,Europe,20,5,1981
5181,710555,Male,Ramiro Ferri,Castano Primo,Milano,20022,Italy,Europe,1,5,1964
5182,710592,Male,Principio Romano,Bargi,Bologna,40032,Italy,Europe,19,8,1970
5183,710673,Male,Igor DeRose,Castello,Firenze,50141,Italy,Europe,20,6,1977
5184,710996,Female,Ambretta Siciliano,Giuncarico,Grosseto,58020,Italy,Europe,25,8,1991
5185,711038,Male,Venanzio Romani,Corigliano,Caserta,81030,Italy,Europe,18,9,1994
5186,711449,Female,Amina Pagnotto,Ghiare Di Corniglio,Parma,43020,Italy,Europe,3,4,1955
5187,711877,Male,Alfio Capon,Castri Di Lecce,Lecce,73020,Italy,Europe,28,5,1937
5188,712403,Male,Ambrosino Lo Duca,Loreggia,Padova,35010,Italy,Europe,26,5,1937
5189,713013,Female,Edda  Trevisan,Borgo A Mozzano,Lucca,55023,Italy,Europe,6,5,1955
5190,713137,Female,Flaviana Lorenzo,Lodine,Nuoro,8020,Italy,Europe,2,5,1955
5191,713185,Female,Sandra Ferrari,Isera,Trento,38060,Italy,Europe,23,6,1937
5192,713229,Female,Liviana Lombardi,Pesche,Isernia,86090,Italy,Europe,1,12,1964
5193,713338,Male,Leardo Longo,Tresivio,Sondrio,23020,Italy,Europe,9,4,1966
5194,713424,Male,Fosco Rizzo,Roverdicre,Rovigo,45100,Italy,Europe,24,12,1993
5195,713533,Female,Marcella Toscano,Villastellone,Torino,10029,Italy,Europe,21,2,1972
5196,713687,Female,Sabrina Zetticci,Pieve Del Cairo,Pavia,27037,Italy,Europe,16,5,1976
5197,713731,Female,Elga Marchesi,Porto Santa Margherita,Venezia,30021,Italy,Europe,22,5,1942
5198,714362,Male,Gustavo Schiavone,Tadasuni,Oristano,9080,Italy,Europe,10,2,1993
5199,714400,Male,Adriano Boni,Santa Maria Di Catanzaro,Catanzaro,88060,Italy,Europe,24,10,1937
5200,714472,Female,Bibiana Ferri,Orgosolo,Nuoro,8027,Italy,Europe,12,5,1967
5201,715102,Female,Claudia Lo Duca,Piraino,Messina,98060,Italy,Europe,23,12,1946
5202,715258,Female,Miranda Milano,Il Castagno Val D'Elsa,Firenze,50050,Italy,Europe,27,10,1962
5203,715317,Male,Quinto Lo Duca,Portovecchio,Livorno,57025,Italy,Europe,3,6,1952
5204,715379,Male,Tito Siciliano,Ciminna,Palermo,90023,Italy,Europe,23,5,1964
5205,715406,Male,Ivo Udinesi,Legoli,Pisa,56030,Italy,Europe,1,2,1986
5206,715459,Male,Norberto Capon,Angiari,Verona,37050,Italy,Europe,12,3,1964
5207,715599,Female,Felicita Baresi,Aviatico,Bergamo,24020,Italy,Europe,15,5,1964
5208,715709,Male,Rolando Lucchese,Pino Torinese,Torino,10025,Italy,Europe,16,6,1939
5209,715740,Male,Aimone Gallo,Valmareno,Treviso,31051,Italy,Europe,19,5,1964
5210,715903,Female,Gemma Trentino,Valmorea,Como,22070,Italy,Europe,26,2,1986
5211,716015,Male,Tarquinio Giordano,Borgo Sant'Antonio Abate,Caserta,81040,Italy,Europe,21,6,1985
5212,716065,Female,Generosa Fiorentini,Mandria,Padova,35142,Italy,Europe,6,3,2000
5213,716463,Female,Artemia Napolitani,Cropalati,Cosenza,87060,Italy,Europe,12,1,1989
5214,716491,Male,Ludovico Angelo,Monastero Di Lanzo,Torino,10070,Italy,Europe,1,8,1939
5215,716672,Male,Bellino Bellucci,Fossalta Di Portogruaro,Venezia,30025,Italy,Europe,4,5,1945
5216,716838,Male,Aladino Longo,Vigevano,Pavia,27029,Italy,Europe,7,1,1954
5217,716868,Male,Oronzo Siciliano,Montegaldella,Vicenza,36047,Italy,Europe,27,7,1987
5218,717000,Male,Pasquale Gallo,Valtina,Bolzano,39010,Italy,Europe,8,11,1943
5219,717070,Female,Abelina Milani,Piantedo,Sondrio,23010,Italy,Europe,12,5,1999
5220,717074,Male,Celio Davide,Trecate,Novara,28069,Italy,Europe,24,4,1966
5221,717147,Female,Tabita  Siciliano,Sauze D'Oulx,Torino,10050,Italy,Europe,23,8,1970
5222,717325,Male,Giorgio Bellucci,Romagnese,Pavia,27050,Italy,Europe,6,5,1935
5223,717437,Female,Anastasia Rizzo,Osmannoro,Firenze,50019,Italy,Europe,14,5,1987
5224,717492,Female,Eliana Pugliesi,Villamaina,Avellino,83050,Italy,Europe,23,9,1956
5225,717682,Female,Alfonsina Piazza,Castelnuovo Di San Pio Delle Camere,L'Aquila,67020,Italy,Europe,25,10,1986
5226,718064,Female,Alessandra Bellucci,Gessate,Milano,20060,Italy,Europe,23,5,1960
5227,718151,Male,Celso Bellucci,Carpari,Taranto,74010,Italy,Europe,20,11,1968
5228,718173,Female,Gaetana Sagese,Parona Di Valpolicella,Verona,37025,Italy,Europe,29,4,1947
5229,718217,Male,Michelangelo Marchesi,Gramolazzo,Lucca,55030,Italy,Europe,10,2,1992
5230,718397,Female,Elvira Udinesi,Certosa Di Pavia,Pavia,27012,Italy,Europe,20,1,1994
5231,718462,Female,Teodata Mazzi,Trino Vercellese,Vercelli,13039,Italy,Europe,11,7,1956
5232,718695,Female,Odetta  Davide,Fogliano Redipuglia,Gorizia,34070,Italy,Europe,4,8,1964
5233,718811,Male,Fedele Costa,Frisa,Chieti,66030,Italy,Europe,27,3,1968
5234,718876,Male,Virgilio Trentino,Viconovo,Ferrara,44020,Italy,Europe,8,11,1985
5235,718997,Female,Giusy Calabrese,Bubbiano,Milano,20080,Italy,Europe,6,11,1987
5236,719193,Female,Margherita Udinese,Farra Di Soligo,Treviso,31010,Italy,Europe,10,2,1948
5237,719411,Female,Violanda Bianchi,Perugia,Perugia,6076,Italy,Europe,26,3,1980
5238,719537,Male,Gaetano Boni,San Possidonio,Modena,41039,Italy,Europe,23,4,1945
5239,719846,Female,Maddalena Greece,Pera Di Fassa,Trento,38030,Italy,Europe,5,5,1997
5240,719881,Female,Ilda Bergamaschi,Masciago Primo,Varese,21030,Italy,Europe,18,8,1995
5241,720034,Male,Cesare Marchesi,Passo Rolle,Trento,38037,Italy,Europe,16,8,1992
5242,720281,Female,Vera Onio,Marmora,Cuneo,12020,Italy,Europe,15,1,1983
5243,720460,Female,Flavia Siciliani,Sant'Ilario,Livorno,57030,Italy,Europe,14,2,2001
5244,720712,Male,Bruno Fiorentini,Borsea,Rovigo,45100,Italy,Europe,25,2,1982
5245,720845,Male,Ivano De Luca,Anitrella,Frosinone,3030,Italy,Europe,23,9,1955
5246,720913,Male,Giona Genovesi,Trinitapoli,Foggia,71049,Italy,Europe,14,1,1996
5247,721118,Female,Genoveffa Castiglione,Passalacqua,Alessandria,15057,Italy,Europe,4,7,2000
5248,721329,Male,Fausto Bergamaschi,Armeno,Novara,28011,Italy,Europe,8,1,1980
5249,721480,Male,Landolfo Mazzanti,Montale Rangone,Modena,41050,Italy,Europe,8,12,1994
5250,721654,Female,Donata Greece,Torchiara,Salerno,84076,Italy,Europe,1,7,1969
5251,722293,Female,Debora Boni,Casalsottano,Salerno,84040,Italy,Europe,6,6,1942
5252,722377,Female,Delma Rizzo,Valle San Giovanni,Teramo,64040,Italy,Europe,4,4,1955
5253,722428,Male,Astolfo Pagnotto,Careri,Reggio Calabria,89030,Italy,Europe,8,10,1961
5254,722550,Female,Antonina Longo,Isolona,Genova,16040,Italy,Europe,24,3,1970
5255,722794,Female,Italia Ferri,Conversano,Bari,70014,Italy,Europe,26,12,1989
5256,722869,Male,Benvenuto Marchesi,Torrazza Coste,Pavia,27050,Italy,Europe,3,9,1960
5257,722960,Female,Roberta Moretti,Casolla,Caserta,81100,Italy,Europe,1,8,1996
5258,723189,Male,Amalio Bergamaschi,Basaldella,Udine,33030,Italy,Europe,20,9,1947
5259,723572,Male,Gaspare Trevisan,Galdo Degli Alburni,Salerno,84030,Italy,Europe,18,7,1991
5260,723850,Male,Danilo Pisani,Anoia Superiore,Reggio Calabria,89020,Italy,Europe,5,9,1938
5261,724179,Male,Savino Davide,Laureana Cilento,Salerno,84050,Italy,Europe,27,2,1939
5262,724336,Female,Bibiana Trevisan,Montanera,Cuneo,12040,Italy,Europe,3,6,1982
5263,724370,Female,Lorna Padovano,Amandola,Ascoli Piceno,63021,Italy,Europe,12,2,1991
5264,724504,Male,Geraldo De Luca,Sant'Agabio,Novara,28100,Italy,Europe,30,10,1936
5265,724534,Male,Rosarmosario Greece,Castello Inici,Trapani,91014,Italy,Europe,12,4,1936
5266,724604,Male,Alfio Angelo,Borgo A Mozzano,Lucca,55023,Italy,Europe,17,9,1973
5267,724641,Female,Debora Angelo,Messina,Messina,98158,Italy,Europe,7,12,1958
5268,724827,Male,Frediano Moretti,Giammoro,Messina,98040,Italy,Europe,5,5,1953
5269,724954,Female,Carla Manna,Montecchio Emilia,Reggio Emilia,42027,Italy,Europe,13,7,1996
5270,724985,Male,Massimiliano Lucchesi,Mogliano Veneto,Treviso,31021,Italy,Europe,23,1,1947
5271,725053,Male,Leonardo Moretti,Nocera Inferiore,Salerno,84014,Italy,Europe,9,7,2000
5272,725150,Female,Elena Conti,Malmantile,Firenze,50050,Italy,Europe,2,6,1956
5273,725349,Female,Stefania Boni,Mara,Sassari,7010,Italy,Europe,15,5,1941
5274,725358,Male,Gabriele Napolitani,San Genesio,Bolzano,39050,Italy,Europe,6,5,1941
5275,725372,Male,Arsenio Colombo,Villamagna,Pisa,56040,Italy,Europe,26,8,1985
5276,725383,Male,Calogero Dellucci,Pedescala,Vicenza,36040,Italy,Europe,5,9,1966
5277,725672,Male,Nunzio Costa,Ripatransone,Ascoli Piceno,63038,Italy,Europe,28,5,1998
5278,725725,Male,Filippo Bruno,San Cosma,Padova,35043,Italy,Europe,31,12,1968
5279,725795,Female,Gemma Napolitani,Mandatoriccio,Cosenza,87060,Italy,Europe,30,9,1935
5280,725929,Female,Gioia Marcelo,Montalcino,Siena,53024,Italy,Europe,10,12,1997
5281,726123,Male,Edmondo Milani,Crociale,Lucca,55045,Italy,Europe,13,4,1951
5282,726750,Male,Innocenzo Ferrari,Frassinelle Polesine,Rovigo,45030,Italy,Europe,21,4,1994
5283,726934,Male,Adelfo Padovano,Sesto San Giovanni,Milano,20099,Italy,Europe,6,8,1975
5284,726955,Male,Ludovico Bianchi,Senales,Bolzano,39020,Italy,Europe,12,9,1977
5285,727060,Female,Letizia Loggia,Randazzo,Catania,95036,Italy,Europe,25,2,2000
5286,727094,Male,Angelico Rizzo,Massa Finalese,Modena,41035,Italy,Europe,23,1,1952
5287,727109,Male,Cupido Boni,Vigalzano,Trento,38057,Italy,Europe,12,2,1995
5288,727274,Male,Giacobbe Trentino,Sartirana Lomellina,Pavia,27020,Italy,Europe,10,2,1957
5289,727285,Male,Luca Giordano,Campagnola,Caserta,81035,Italy,Europe,4,12,1976
5290,727604,Female,Adriana Milanesi,Farfengo,Cremona,26023,Italy,Europe,19,8,1991
5291,727710,Female,Ambra Ferri,Pimentel,Cagliari,9020,Italy,Europe,1,7,1972
5292,727770,Male,Alvaro Piccio,Salitto,Salerno,84060,Italy,Europe,12,2,1964
5293,728022,Female,Jolanda  Milani,Castellazzo,Reggio Emilia,42048,Italy,Europe,19,5,1970
5294,728048,Female,Aurelia Lucciano,Musei,Cagliari,9010,Italy,Europe,18,6,1980
5295,728116,Male,Fabrizio Palermo,St. Jakob im Ahrntal,Bolzano,39030,Italy,Europe,4,9,1954
5296,728312,Female,Amelia Padovesi,Selci,Perugia,6017,Italy,Europe,9,1,1963
5297,728541,Female,Noemi Sabbatini,Carchitti,Roma,30,Italy,Europe,10,1,1986
5298,728834,Female,Gabriella  Marcelo,San Miniato,Pisa,56028,Italy,Europe,31,1,1998
5299,728891,Male,Fausto Pisani,Prato,Prato,59100,Italy,Europe,7,10,1963
5300,728967,Female,Proserpina Beneventi,Rocca Tunda,Oristano,9070,Italy,Europe,22,6,1968
5301,729139,Female,Francesca Davide,La Moschella,Foggia,71040,Italy,Europe,16,10,1993
5302,729368,Male,Cassio Manfrin,Armo,Imperia,18026,Italy,Europe,15,2,1959
5303,729531,Female,Ilenia Piazza,Correggioli,Mantova,46030,Italy,Europe,4,8,1982
5304,729681,Female,Rossana Padovesi,Polvica,Napoli,80035,Italy,Europe,18,4,1981
5305,730054,Male,Guarino Lucchese,Orsogna,Chieti,66036,Italy,Europe,27,1,1958
5306,730203,Male,Cupido Napolitano,Bienate,Milano,20020,Italy,Europe,18,6,1936
5307,730335,Female,Ambretta Gallo,Mombello,Varese,21014,Italy,Europe,27,4,1990
5308,730418,Female,Cordelia Colombo,Irgoli,Nuoro,8020,Italy,Europe,8,4,1963
5309,730530,Male,Ausilio Cremonesi,Vidigulfo,Pavia,27018,Italy,Europe,15,8,1951
5310,730747,Female,Giuliana Esposito,Tadasuni,Oristano,9080,Italy,Europe,24,6,1939
5311,730928,Female,Maura Folliero,Maciano,Perugia,61016,Italy,Europe,30,6,2001
5312,731381,Male,Caio Pugliesi,Roma,Roma,133,Italy,Europe,6,10,1952
5313,731416,Female,Immacolata Pugliesi,Sticciano Stazione,Grosseto,58030,Italy,Europe,31,10,1955
5314,731556,Male,Valter Beneventi,San Biagio Di Callalta,Treviso,31048,Italy,Europe,8,10,1963
5315,732008,Male,Dante Piccio,Calosso,Asti,14052,Italy,Europe,1,2,1982
5316,732289,Male,Indro Piccio,Varcaturo,Napoli,80014,Italy,Europe,24,2,1949
5317,732580,Female,Maria Teresa Genovese,Sant'Antonio,Sondrio,23030,Italy,Europe,5,7,1998
5318,732772,Male,Giraldo Manfrin,Gaibola,Bologna,40136,Italy,Europe,10,1,1990
5319,733080,Male,Principio Ferri,Ospedaletto Di Gemona,Udine,33013,Italy,Europe,11,4,1968
5320,733862,Male,Eros Loggia,Trani,Bari,70059,Italy,Europe,24,8,1999
5321,733915,Male,Crescenzo Cattaneo,Ordona,Foggia,71040,Italy,Europe,14,10,1948
5322,734195,Male,Galeazzo Lorenzo,Cannigione,Sassari,7020,Italy,Europe,1,2,1955
5323,734455,Female,Gioacchina Lombardi,Testa Dell'Acqua,Siracusa,96010,Italy,Europe,4,12,1941
5324,734558,Male,Carlo Palermo,Sardara,Cagliari,9030,Italy,Europe,23,6,1999
5325,734605,Female,Lorna Longo,Mornico Losana,Pavia,27040,Italy,Europe,26,11,1965
5326,734633,Female,Sabrina Genovese,Brunella,Nuoro,8020,Italy,Europe,2,4,1944
5327,734688,Male,Leopoldo Piccio,Florinas,Sassari,7030,Italy,Europe,25,12,1992
5328,734689,Male,Paride Lombardi,Dagala Del Re,Catania,95010,Italy,Europe,10,8,1962
5329,735046,Female,Ortensia Marino,Labico,Roma,30,Italy,Europe,3,3,1994
5330,735424,Female,Penelope Cattaneo,Castel Di Tora,Rieti,2020,Italy,Europe,15,1,1976
5331,735519,Female,Annunziata Dellucci,Trieste,Trieste,34142,Italy,Europe,4,4,1950
5332,735651,Female,Quinzia Padovano,La Moschella,Foggia,71040,Italy,Europe,28,4,1990
5333,735657,Male,Valentino Lettiere,BomPietro,Palermo,90020,Italy,Europe,11,1,2001
5334,735746,Female,Addolorata Mancini,Rho,Milano,20017,Italy,Europe,7,6,1974
5335,735816,Female,Giacinta Bellucci,Santa Severina,Crotone,88832,Italy,Europe,15,11,1979
5336,735859,Female,Luce Capon,Altessano,Torino,10078,Italy,Europe,6,11,1941
5337,736272,Female,Erminia Milano,Ruta,Genova,16030,Italy,Europe,16,1,1978
5338,736718,Female,Ornella Bellucci,Marina Di Fiumefreddo Bruzio,Cosenza,87030,Italy,Europe,13,2,1940
5339,737021,Female,Deodata Lucciano,Luogosano,Avellino,83040,Italy,Europe,23,4,1997
5340,737166,Male,Olinto Lo Duca,Oltrona Al Lago,Varese,21026,Italy,Europe,5,1,1945
5341,737216,Female,Serena Lombardi,Rodeano Basso,Udine,33030,Italy,Europe,11,3,1945
5342,737327,Female,Giorgia Marino,San Nicolo' A Tordino,Teramo,64020,Italy,Europe,29,8,1994
5343,737469,Male,Medardo Zetticci,Gonnosno,Oristano,9090,Italy,Europe,6,4,1983
5344,737815,Female,Gerardina Ferri,Gnocchetto,Alessandria,15070,Italy,Europe,15,5,1984
5345,737978,Male,Silvio Pinto,Finale Ligure,Savona,17024,Italy,Europe,14,12,1982
5346,738133,Male,Gianfranco Mazzi,San Martino Di Castrozza,Trento,38058,Italy,Europe,5,6,1963
5347,738255,Male,Athos Mazzi,Craco,Matera,75010,Italy,Europe,18,8,1993
5348,738305,Male,Rodolfo Piazza,Moimacco,Udine,33040,Italy,Europe,23,4,1984
5349,738388,Male,Gino Lombardi,Sologno,Reggio Emilia,42030,Italy,Europe,13,11,1956
5350,738446,Male,Omero Lettiere,Nusenna,Siena,53010,Italy,Europe,22,11,1955
5351,738549,Female,Clara Toscani,Pollone,Biella,13814,Italy,Europe,25,12,1998
5352,738786,Female,Odetta  Fiorentini,Pietraroja,Benevento,82030,Italy,Europe,9,12,1949
5353,738874,Male,Quinto Lucciano,Arabona,L'Aquila,67039,Italy,Europe,5,10,1996
5354,738919,Female,Virginia Napolitani,Genola,Cuneo,12040,Italy,Europe,10,9,1949
5355,739091,Male,Adolfo Lori,Villanova Di San Daniele,Udine,33030,Italy,Europe,21,8,1991
5356,739214,Female,Aida Siciliani,San Pietro Del Gallo,Cuneo,12020,Italy,Europe,3,1,1949
5357,739444,Female,Laura Toscani,Francavilla Sul Sinni,Potenza,85034,Italy,Europe,14,6,1978
5358,739573,Male,Mauro Lo Duca,Partinico,Palermo,90047,Italy,Europe,19,11,1940
5359,739625,Female,Caterina Lettiere,San Marzano Oliveto,Asti,14050,Italy,Europe,6,12,1955
5360,739922,Male,Mario Bellucci,Bonarcado,Oristano,9070,Italy,Europe,14,5,1971
5361,740028,Female,Delinda Russo,Cornedo Vicentino,Vicenza,36073,Italy,Europe,15,9,1976
5362,740612,Male,Dionisio Lettiere,Borgata Finocchio,Roma,132,Italy,Europe,5,7,1957
5363,740875,Male,Oliviero Cattaneo,St. Christina,Bolzano,39047,Italy,Europe,6,8,1949
5364,740990,Female,Rosina Rossi,Bolognola,Macerata,62035,Italy,Europe,23,4,1945
5365,741037,Female,Maia Lori,Bellombra,Rovigo,45010,Italy,Europe,8,8,1995
5366,741056,Male,Adolfo Palermo,Solimbergo,Pordenone,33090,Italy,Europe,18,4,1943
5367,741257,Male,Eberardo Lucchese,Staturano,Caserta,81100,Italy,Europe,10,7,1941
5368,741381,Male,Giacomo Palermo,Roccapelago,Modena,41027,Italy,Europe,24,11,1972
5369,741665,Female,Fulgenzia Milano,Concesio,Brescia,25062,Italy,Europe,18,12,1984
5370,741824,Male,Fiorello Endrizzi,Labro,Rieti,2010,Italy,Europe,27,11,1957
5371,742026,Female,Arabella Sal,Morgongiori,Oristano,9090,Italy,Europe,6,12,1981
5372,742042,Male,Amaranto Loggia,Casaferro,Napoli,80034,Italy,Europe,14,3,1936
5373,742120,Male,Fernando Trevisano,Commenda,Cosenza,87030,Italy,Europe,13,1,1981
5374,742239,Male,Eleuterio Trevisano,Gallipoli,Lecce,73014,Italy,Europe,18,3,1992
5375,742408,Female,Susanna Bergamaschi,Porcari,Lucca,55016,Italy,Europe,14,10,1992
5376,742596,Male,Gianni De Luca,Siculiana,Agrigento,92010,Italy,Europe,10,3,1959
